,protocol_type,service,flag,wrong_fragment,logged_in,num_outbound_cmds,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack,attack_occur,attack_class
3142,1,45,5,0.0,0.0,0.0,0.9784735812133072,2.0,2.0,0.0,0.0,0.06,0.12,0.0,2.0,0.054901960784313725,0.06,0.14,0.0,0.0,2.0,2.0,0.0,0.0,14,1,0
3143,2,45,9,2.0,0.0,0.0,0.03913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.27450980392156865,0.0784313725490196,0.58,0.22,0.58,0.0,0.0,0.0,0.0,0.0,31,1,0
3144,1,22,9,0.0,2.0,0.0,0.12915851272015655,0.0,0.0,0.0,0.0,2.0,0.0,0.1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3145,1,22,9,0.0,2.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.8509803921568628,1.86,0.04,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3146,1,22,9,0.0,2.0,0.0,0.07827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3147,1,43,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.9372549019607843,1.94,0.02,0.0,0.0,0.0,0.0,0.04,0.0,4,1,3
3148,1,55,2,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.09411764705882353,0.1,0.02,0.0,0.0,0.0,0.0,0.06,1.34,4,1,3
3149,1,45,1,0.0,0.0,0.0,1.1350293542074363,0.0,0.0,2.0,2.0,0.02,0.12,0.0,2.0,0.03137254901960784,0.04,0.12,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3150,1,18,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.16078431372549,0.39215686274509803,0.68,0.08,0.02,0.0,0.0,0.0,0.0,0.0,33,1,3
3151,1,22,9,0.0,2.0,0.0,0.10567514677103718,0.0,0.0,0.0,0.0,2.0,0.0,0.2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3152,1,22,9,0.0,2.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,2.0,0.0,0.18,0.5019607843137255,2.0,2.0,0.0,0.04,0.06,0.0,0.0,0.0,0.0,16,0,1
3153,1,45,1,0.0,0.0,0.0,1.9960861056751467,0.02,0.0,1.94,2.0,0.0,2.0,0.0,2.0,0.00784313725490196,0.0,2.0,0.0,0.0,0.04,0.0,1.96,2.0,25,1,2
3154,1,17,5,0.0,0.0,0.0,0.8532289628180039,0.1,2.0,1.9,0.0,0.08,0.12,0.0,2.0,0.06274509803921569,0.06,0.14,0.0,0.0,0.08,2.0,1.92,0.0,14,1,0
3155,1,45,1,0.0,0.0,0.0,0.4735812133072407,0.0,0.0,2.0,2.0,0.26,0.12,0.0,2.0,0.12549019607843137,0.12,0.1,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3156,1,45,1,0.0,0.0,0.0,1.9921722113502933,0.02,0.0,1.9,2.0,0.0,2.0,0.0,2.0,0.00784313725490196,0.0,2.0,0.0,0.0,0.0,0.0,1.92,2.0,25,1,2
3157,2,45,9,0.0,0.0,0.0,0.019569471624266144,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.9843137254901961,1.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,29,1,3
3158,1,22,9,0.0,2.0,0.0,0.03913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.811764705882353,2.0,2.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,16,0,1
3159,1,19,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.054901960784313725,0.13333333333333333,2.0,0.0,2.0,0.24,0.0,0.0,0.0,0.0,33,1,3
3160,1,50,5,0.0,0.0,0.0,0.5870841487279843,2.0,2.0,0.0,0.0,0.26,0.1,0.0,2.0,0.1568627450980392,0.16,0.12,0.0,0.0,2.0,2.0,0.0,0.0,14,1,0
3161,1,22,9,0.0,2.0,0.0,0.019569471624266144,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0392156862745098,2.0,2.0,0.0,0.4,0.14,0.0,0.0,0.0,0.0,16,0,1
3162,1,22,9,0.0,2.0,0.0,0.0821917808219178,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3163,1,19,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9568627450980391,0.11764705882352941,0.08,0.1,0.08,0.26,0.0,0.0,0.0,0.0,16,0,1
3164,1,61,1,0.0,0.0,0.0,0.8923679060665362,0.0,0.0,2.0,2.0,0.1,0.14,0.0,2.0,0.08627450980392157,0.08,0.16,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3165,1,45,1,0.0,0.0,0.0,0.923679060665362,0.0,0.0,2.0,2.0,0.12,0.14,0.0,2.0,0.10980392156862745,0.1,0.14,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3166,1,45,5,0.0,0.0,0.0,0.5283757338551859,1.5,1.66,0.5,0.34,0.18,0.12,0.0,2.0,0.09411764705882353,0.1,0.1,0.0,0.0,1.54,1.66,0.46,0.34,14,1,0
3167,1,22,9,0.0,2.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3607843137254902,2.0,2.0,0.0,0.04,0.1,0.0,0.0,0.0,0.0,16,0,1
3168,1,22,9,0.0,2.0,0.0,0.015655577299412915,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9411764705882353,2.0,2.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,16,0,1
3169,1,22,9,0.0,2.0,0.0,0.08610567514677103,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0352941176470587,1.7411764705882353,2.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,16,0,1
3170,1,22,9,0.0,2.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.023529411764705882,2.0,2.0,0.0,0.66,0.06,0.0,0.0,0.0,0.0,16,0,1
3171,1,45,1,0.0,0.0,0.0,0.9393346379647749,0.0,0.0,2.0,2.0,0.0,0.14,0.0,2.0,0.00784313725490196,0.0,0.14,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3172,1,45,1,0.0,0.0,0.0,0.39921722113502933,0.0,0.0,2.0,2.0,0.06,0.12,0.0,2.0,0.023529411764705882,0.02,0.12,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3173,1,22,9,0.0,2.0,0.0,0.03913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.8784313725490196,2.0,2.0,0.0,0.02,0.08,0.0,0.0,0.0,0.0,16,0,1
3174,1,22,9,0.0,2.0,0.0,0.015655577299412915,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03137254901960784,2.0,2.0,0.0,0.5,0.24,0.0,0.0,0.0,0.0,16,0,1
3175,1,22,5,0.0,0.0,0.0,0.25440313111545987,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.64,1.64,0.3,0.3,0,1,0
3176,2,45,9,2.0,0.0,0.0,0.19569471624266144,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.39215686274509803,0.4,0.04,0.4,0.0,0.0,0.0,0.0,0.0,16,0,1
3177,1,22,9,0.0,2.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4,2.0,2.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,16,0,1
3178,1,19,9,0.0,0.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.09411764705882353,0.1,0.04,0.1,0.0,0.0,0.0,0.0,0.0,16,0,1
3179,1,55,5,0.0,0.0,0.0,0.4931506849315068,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,14,1,0
3180,1,22,9,0.0,2.0,0.0,0.015655577299412915,0.0,0.0,0.0,0.0,2.0,0.0,0.66,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1,1,0
3181,1,55,2,0.0,0.0,0.0,0.003913894324853229,0.0,0.5,2.0,1.0,2.0,0.0,1.5,2.0,0.27450980392156865,0.28,0.06,0.0,0.0,0.02,0.0,0.76,1.54,11,1,2
3182,1,45,1,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,2.0,2.0,0.18,0.12,0.0,2.0,0.1568627450980392,0.16,0.14,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3183,1,55,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.9450980392156862,1.94,0.02,0.0,0.0,0.0,0.0,0.04,0.04,4,1,3
3184,1,22,9,0.0,2.0,0.0,0.08610567514677103,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3185,1,22,9,0.0,2.0,0.0,0.03913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.36,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3186,1,49,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6823529411764706,1.0901960784313725,0.62,0.12,0.02,0.02,0.0,0.0,0.0,0.08,16,0,1
3187,1,17,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.01568627450980392,0.02,0.06,0.0,0.0,0.04,0.0,1.4,0.0,16,0,1
3188,1,49,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.6235294117647059,1.396078431372549,1.42,0.06,0.0,0.02,0.0,0.0,0.0,0.0,16,0,1
3189,1,19,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.00784313725490196,0.08627450980392157,2.0,0.0,2.0,0.54,0.0,0.0,0.0,0.0,22,1,4
3190,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.01568627450980392,2.0,2.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,16,0,1
3191,1,60,2,0.0,0.0,0.0,0.4892367906066536,0.0,0.0,2.0,2.0,0.16,0.12,0.0,2.0,0.0784313725490196,0.08,0.12,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3192,0,14,9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.231372549019608,1.0980392156862746,1.78,0.02,1.78,0.0,0.0,0.0,0.02,0.0,27,1,0
3193,1,22,9,0.0,2.0,0.0,0.019569471624266144,0.0,0.0,0.0,0.0,2.0,0.0,0.66,2.0,1.992156862745098,2.0,0.02,0.0,0.0,0.0,0.0,0.06,0.06,1,1,0
3194,2,45,9,0.0,0.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.9843137254901961,1.98,0.02,0.02,0.0,0.0,0.0,0.0,0.0,29,1,3
3195,1,22,4,0.0,2.0,0.0,0.10176125244618395,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.9764705882352942,1.98,0.02,0.0,0.0,0.0,0.0,0.24,0.24,0,1,0
3196,1,45,1,0.0,0.0,0.0,0.8023483365949119,0.0,0.0,2.0,2.0,0.02,0.14,0.0,2.0,0.01568627450980392,0.02,0.16,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3197,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.76,0.8941176470588235,2.0,2.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,16,0,1
3198,1,19,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5411764705882353,0.14901960784313725,0.32,0.12,0.32,0.22,0.0,0.0,0.0,0.0,16,0,1
3199,1,22,9,0.0,2.0,0.0,0.019569471624266144,0.0,0.0,0.0,0.0,2.0,0.0,0.5,2.0,1.9450980392156862,1.94,0.02,0.0,0.0,0.0,0.0,0.12,0.12,1,1,0
3200,0,14,9,0.0,0.0,0.0,1.9726027397260273,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.9215686274509804,1.9137254901960783,2.0,0.02,2.0,0.0,0.0,0.0,0.0,0.0,27,1,0
3201,2,45,9,0.0,0.0,0.0,1.9960861056751467,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,16,0,1
3202,1,55,9,0.0,0.0,0.0,0.011741682974559686,0.0,0.0,1.34,0.66,0.66,2.0,1.34,2.0,0.5254901960784314,0.52,0.04,0.0,0.0,0.0,0.02,1.4,1.38,11,1,2
3203,1,22,9,0.0,2.0,0.0,0.023483365949119372,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.047058823529411764,2.0,2.0,0.0,0.34,0.1,0.0,0.0,0.0,0.0,16,0,1
3204,2,45,9,0.0,0.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.992156862745098,2.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,28,1,3
3205,1,43,1,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.10980392156862745,0.47058823529411764,0.58,0.72,0.14,0.06,0.0,0.0,1.58,1.96,11,1,2
3206,1,49,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.24313725490196078,0.6274509803921569,1.3,0.26,0.06,0.06,0.0,0.0,0.12,0.18,16,0,1
3207,1,40,1,0.0,0.0,0.0,1.847358121330724,0.12,0.0,1.88,2.0,0.0,2.0,0.0,2.0,0.00784313725490196,0.0,2.0,0.0,0.0,0.1,0.0,1.9,2.0,24,1,2
3208,1,22,9,0.0,2.0,0.0,0.023483365949119372,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3209,1,55,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.796078431372549,1.8,0.2,0.0,0.0,1.0,1.1,0.2,0.02,21,1,0
3210,1,22,9,0.0,2.0,0.0,0.015655577299412915,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.796078431372549,1.8,0.04,0.0,0.0,0.0,0.0,0.12,0.0,16,0,1
3211,1,22,9,0.0,2.0,0.0,0.12915851272015655,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.7019607843137254,2.0,2.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,16,0,1
3212,1,22,9,0.0,2.0,0.0,0.03913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5098039215686274,2.0,2.0,0.0,0.04,0.06,0.0,0.0,0.0,0.0,16,0,1
3213,1,22,9,0.0,2.0,0.0,0.046966731898238745,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.48627450980392156,2.0,2.0,0.0,0.04,0.06,0.0,0.0,0.0,0.0,16,0,1
3214,1,45,5,0.0,0.0,0.0,0.7045009784735812,2.0,2.0,0.0,0.0,0.22,0.12,0.0,2.0,0.14901960784313725,0.14,0.1,0.0,0.0,2.0,2.0,0.0,0.0,14,1,0
3215,1,5,5,0.0,0.0,0.0,0.4344422700587084,2.0,2.0,0.0,0.0,0.04,0.14,0.0,2.0,0.01568627450980392,0.02,0.12,0.0,0.0,2.0,2.0,0.0,0.0,14,1,0
3216,1,45,5,0.0,0.0,0.0,0.4657534246575342,2.0,2.0,0.0,0.0,0.16,0.14,0.0,2.0,0.07058823529411765,0.08,0.12,0.0,0.0,2.0,2.0,0.0,0.0,14,1,0
3217,1,19,9,0.0,0.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.01568627450980392,0.06274509803921569,2.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,2,1,4
3218,1,45,1,0.0,0.0,0.0,0.8923679060665362,0.0,0.0,2.0,2.0,0.12,0.12,0.0,2.0,0.10980392156862745,0.1,0.12,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3219,1,22,9,0.0,2.0,0.0,0.0547945205479452,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.6,2.0,2.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,16,0,1
3220,1,55,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.07058823529411765,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.22,4,1,3
3221,1,22,9,0.0,2.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,2.0,0.0,0.66,0.10196078431372549,1.780392156862745,2.0,0.0,0.16,0.14,0.0,0.0,0.0,0.0,16,0,1
3222,1,45,5,0.0,0.0,0.0,0.9393346379647749,2.0,2.0,0.0,0.0,0.02,0.12,0.0,2.0,0.023529411764705882,0.02,0.14,0.0,0.0,2.0,2.0,0.0,0.0,14,1,0
3223,1,18,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.13333333333333333,0.14,1.78,0.0,0.0,0.0,0.12,1.72,0.0,33,1,3
3224,1,49,9,0.0,2.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.22745098039215686,0.22,0.32,0.0,0.0,0.0,0.0,1.74,0.0,10,1,0
3225,1,55,9,0.0,0.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,4,1,3
3226,1,22,9,0.0,2.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.9764705882352942,1.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3227,1,43,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.788235294117647,1.78,0.04,0.0,0.0,0.0,0.0,0.14,0.0,4,1,3
3228,1,43,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.968627450980392,1.96,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4,1,3
3229,1,34,1,0.0,0.0,0.0,0.8297455968688845,0.0,0.0,2.0,2.0,0.06,0.14,0.0,2.0,0.047058823529411764,0.04,0.14,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3230,1,60,2,0.0,0.0,0.0,0.3835616438356164,0.0,0.0,2.0,2.0,0.12,0.14,0.0,2.0,0.047058823529411764,0.04,0.12,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3231,1,18,2,0.0,0.0,0.0,0.4070450097847358,0.0,0.0,2.0,2.0,0.04,0.18,0.0,2.0,0.01568627450980392,0.02,0.14,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3232,2,45,9,0.0,0.0,0.0,0.4735812133072407,0.0,0.0,0.0,0.0,0.02,1.76,0.0,2.0,0.00784313725490196,0.0,1.8,2.0,0.0,0.0,0.0,0.0,0.0,25,1,2
3233,1,22,9,0.0,2.0,0.0,0.13307240704500978,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3176470588235294,2.0,2.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,16,0,1
3234,1,19,5,0.0,0.0,0.0,0.2896281800391389,2.0,2.0,0.0,0.0,0.46,0.1,0.0,2.0,0.49411764705882355,0.5,0.04,0.02,0.0,1.94,2.0,0.0,0.0,14,1,0
3235,1,22,9,0.0,2.0,0.0,0.03913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3236,2,11,9,0.0,0.0,0.0,0.11350293542074363,0.0,0.0,0.0,0.0,2.0,0.0,0.04,2.0,1.992156862745098,2.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3237,2,11,9,0.0,0.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,2.0,0.0,0.4,2.0,2.0,2.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,16,0,1
3238,1,22,9,0.0,2.0,0.0,0.046966731898238745,0.0,0.0,0.0,0.0,2.0,0.0,0.28,0.09411764705882353,2.0,2.0,0.0,0.16,0.06,0.0,0.0,0.0,0.0,16,0,1
3239,1,24,2,0.0,0.0,0.0,0.011741682974559686,0.0,0.0,1.34,2.0,0.66,2.0,2.0,1.0509803921568628,0.4627450980392157,0.5,0.08,0.02,0.06,0.0,0.0,1.76,1.96,11,1,2
3240,1,22,9,0.0,2.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3241,1,43,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.9843137254901961,1.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4,1,3
3242,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.66,0.32156862745098036,2.0,2.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,16,0,1
3243,1,55,9,0.0,0.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.5882352941176471,0.58,0.06,0.0,0.0,0.02,0.06,0.22,0.34,21,1,0
3244,1,22,9,0.0,2.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06274509803921569,2.0,2.0,0.0,0.24,0.04,0.0,0.0,0.0,0.0,16,0,1
3245,2,11,9,0.0,0.0,0.0,0.9706457925636007,0.0,0.0,0.0,0.0,1.98,0.02,0.0,2.0,1.992156862745098,2.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3246,1,22,4,0.0,2.0,0.0,0.046966731898238745,0.66,0.66,1.34,1.34,2.0,0.0,0.0,2.0,1.8980392156862744,1.9,0.02,0.0,0.0,0.04,0.04,0.48,0.5,0,1,0
3247,2,45,9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,16,0,1
3248,1,43,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7058823529411764,0.6039215686274509,1.68,0.06,0.02,0.06,0.0,0.0,0.22,0.0,4,1,3
3249,1,49,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0745098039215686,1.1764705882352942,0.84,0.1,0.02,0.02,0.0,0.0,0.04,0.04,16,0,1
3250,1,22,9,0.0,2.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,2.0,0.0,0.18,2.0,1.9607843137254901,1.96,0.02,0.0,0.0,0.0,0.0,0.12,0.12,1,1,0
3251,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.54,0.26666666666666666,2.0,2.0,0.0,0.06,0.14,0.06,0.0,0.0,0.0,16,0,1
3252,2,45,9,0.0,0.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.9843137254901961,1.98,0.02,0.02,0.0,0.0,0.0,0.0,0.0,29,1,3
3253,1,22,9,0.0,2.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3254,1,45,1,0.0,0.0,0.0,0.4500978473581213,0.0,0.0,2.0,2.0,0.06,0.14,0.0,2.0,0.023529411764705882,0.02,0.14,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3255,1,22,9,0.0,2.0,0.0,0.06262230919765166,0.0,0.0,0.0,0.0,2.0,0.0,0.36,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3256,1,45,1,0.0,0.0,0.0,0.9471624266144814,0.1,0.0,1.9,2.0,0.1,0.12,0.0,2.0,0.08627450980392157,0.08,0.14,0.0,0.0,0.08,0.0,1.92,2.0,14,1,0
3257,1,55,8,0.0,0.0,0.0,0.003913894324853229,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.8235294117647058,0.82,1.04,0.0,0.0,0.62,1.52,1.02,0.0,21,1,0
3258,1,45,1,0.0,0.0,0.0,0.958904109589041,0.0,0.0,2.0,2.0,0.12,0.14,0.0,2.0,0.10980392156862745,0.1,0.14,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3259,1,22,9,0.0,2.0,0.0,0.07436399217221135,0.0,0.0,0.0,0.0,2.0,0.0,0.26,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3260,1,22,9,0.0,2.0,0.0,0.03131115459882583,0.0,0.0,0.0,0.0,2.0,0.0,0.44,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3261,1,63,1,0.0,0.0,0.0,0.9941291585127201,0.0,0.0,2.0,2.0,0.14,0.14,0.0,2.0,0.14901960784313725,0.14,0.14,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
3262,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.24313725490196078,2.0,2.0,0.0,0.06,0.08,0.0,0.0,0.0,0.0,16,0,1
3263,1,22,9,0.0,2.0,0.0,0.03131115459882583,0.0,0.0,0.0,0.0,2.0,0.0,0.72,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,1
3264,1,22,9,0.0,2.0,0.0,0.003913894324853229,0.0,0.0,0.0,0.0,2.0,0.0,0.86,0.03137254901960784,2.0,2.0,0.0,0.5,0.08,0.0,0.0,0.0,0.0,16,0,1
3265,1,19,9,0.0,0.0,0.0,0.007827788649706457,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.01568627450980392,0.1411764705882353,2.0,0.0,2.0,0.22,0.0,0.0,0.0,0.0,33,1,3
3266,1,55,5,0.0,0.0,0.0,0.2309197651663405,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.5568627450980392,0.4627450980392157,1.66,0.06,0.02,0.0,1.66,2.0,0.0,0.0,14,1,0
3267,1,45,1,0.0,0.0,0.0,0.8297455968688845,0.0,0.0,2.0,2.0,0.06,0.14,0.0,2.0,0.047058823529411764,0.04,0.14,0.0,0.0,0.0,0.0,2.0,2.0,14,1,0
